# PB-020 exact initial gosec candidate inventory and disposition ledger
# Command: gosec -conf .gosec.json -severity medium -confidence medium ./...
# Initial complete compatible scan: 955 files; 312,028 lines; 0 nosec recognized; 320 issues (50 High, 270 Medium).
# Rule totals: G110=1; G115=38; G201=5; G202=11; G204=72; G301=25; G302=11; G304=131; G305=1; G306=13; G402=7; G404=5.
# Every row below is one initial scanner candidate. Line values preserve the scanner's original location/range.
id	rule	severity	confidence	file	line	production_reachability	exploitability	disposition	security_rationale
PB020-112	G204	MEDIUM	HIGH	features/modules/stdlib/user/executor_linux.go	104	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Executable is fixed/resolved, arguments are discrete and validated, and no shell interprets caller data; capability is intentional.
PB020-113	G204	MEDIUM	HIGH	features/modules/stdlib/package/windows.go	183	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Executable is fixed/resolved, arguments are discrete and validated, and no shell interprets caller data; capability is intentional.
PB020-114	G204	MEDIUM	HIGH	features/modules/stdlib/package/windows.go	153	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Executable is fixed/resolved, arguments are discrete and validated, and no shell interprets caller data; capability is intentional.
PB020-115	G204	MEDIUM	HIGH	features/modules/stdlib/package/windows.go	140	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Executable is fixed/resolved, arguments are discrete and validated, and no shell interprets caller data; capability is intentional.
PB020-116	G204	MEDIUM	HIGH	features/modules/stdlib/package/windows.go	115-117	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Executable is fixed/resolved, arguments are discrete and validated, and no shell interprets caller data; capability is intentional.
PB020-117	G204	MEDIUM	HIGH	features/controller/cutover/process_handle.go	136	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Executable is fixed/resolved, arguments are discrete and validated, and no shell interprets caller data; capability is intentional.
PB020-118	G204	MEDIUM	HIGH	features/config/git/sops.go	177	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Executable is fixed/resolved, arguments are discrete and validated, and no shell interprets caller data; capability is intentional.
PB020-119	G204	MEDIUM	HIGH	features/config/git/sops.go	151	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Executable is fixed/resolved, arguments are discrete and validated, and no shell interprets caller data; capability is intentional.
PB020-120	G204	MEDIUM	HIGH	features/config/git/sops.go	47	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Executable is fixed/resolved, arguments are discrete and validated, and no shell interprets caller data; capability is intentional.
PB020-121	G204	MEDIUM	HIGH	features/config/git/hooks.go	125	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Executable is fixed/resolved, arguments are discrete and validated, and no shell interprets caller data; capability is intentional.
PB020-122	G204	MEDIUM	HIGH	cmd/cfgms-steward-launcher/lifecycle.go	350	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Executable is fixed/resolved, arguments are discrete and validated, and no shell interprets caller data; capability is intentional.
PB020-123	G201	MEDIUM	HIGH	pkg/storage/providers/database/rbac_queries.go	108-113	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	SQL text contains only validated identifiers, fixed fragments, or generated placeholders; all data values remain bound parameters.
PB020-124	G201	MEDIUM	HIGH	pkg/logging/providers/timescale/schema.go	275-279	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	SQL text contains only validated identifiers, fixed fragments, or generated placeholders; all data values remain bound parameters.
PB020-125	G201	MEDIUM	HIGH	pkg/logging/providers/timescale/schema.go	253-257	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	SQL text contains only validated identifiers, fixed fragments, or generated placeholders; all data values remain bound parameters.
PB020-126	G201	MEDIUM	HIGH	pkg/logging/providers/timescale/schema.go	220-224	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	SQL text contains only validated identifiers, fixed fragments, or generated placeholders; all data values remain bound parameters.
PB020-127	G201	MEDIUM	HIGH	pkg/logging/providers/timescale/queries.go	440-447	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	SQL text contains only validated identifiers, fixed fragments, or generated placeholders; all data values remain bound parameters.
PB020-128	G202	MEDIUM	HIGH	pkg/entitygraph/providers/sqlite/retention.go	282-283	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	SQL text contains only validated identifiers, fixed fragments, or generated placeholders; all data values remain bound parameters.
PB020-129	G202	MEDIUM	HIGH	pkg/entitygraph/providers/sqlite/neighborhood.go	168-172	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	SQL text contains only validated identifiers, fixed fragments, or generated placeholders; all data values remain bound parameters.
PB020-130	G202	MEDIUM	HIGH	pkg/entitygraph/providers/sqlite/entity_reads.go	242	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	SQL text contains only validated identifiers, fixed fragments, or generated placeholders; all data values remain bound parameters.
PB020-131	G202	MEDIUM	HIGH	pkg/entitygraph/providers/sqlite/entity_reads.go	157	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	SQL text contains only validated identifiers, fixed fragments, or generated placeholders; all data values remain bound parameters.
PB020-132	G202	MEDIUM	HIGH	pkg/entitygraph/providers/sqlite/edges.go	162-166	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	SQL text contains only validated identifiers, fixed fragments, or generated placeholders; all data values remain bound parameters.
PB020-133	G202	MEDIUM	HIGH	pkg/entitygraph/providers/database/retention.go	274-275	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	SQL text contains only validated identifiers, fixed fragments, or generated placeholders; all data values remain bound parameters.
PB020-134	G202	MEDIUM	HIGH	pkg/entitygraph/providers/database/neighborhood.go	173-177	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	SQL text contains only validated identifiers, fixed fragments, or generated placeholders; all data values remain bound parameters.
PB020-135	G202	MEDIUM	HIGH	pkg/entitygraph/providers/database/entity_reads.go	315	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	SQL text contains only validated identifiers, fixed fragments, or generated placeholders; all data values remain bound parameters.
PB020-136	G202	MEDIUM	HIGH	pkg/entitygraph/providers/database/edges.go	146-150	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	SQL text contains only validated identifiers, fixed fragments, or generated placeholders; all data values remain bound parameters.
PB020-137	G202	MEDIUM	HIGH	pkg/entitygraph/providers/database/claimscope.go	207-208	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	SQL text contains only validated identifiers, fixed fragments, or generated placeholders; all data values remain bound parameters.
PB020-138	G202	MEDIUM	HIGH	features/controller/fleet/storage/fleet_query.go	328-331	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	SQL text contains only validated identifiers, fixed fragments, or generated placeholders; all data values remain bound parameters.
PB020-139	G304	MEDIUM	HIGH	scripts/sign-steward-binary/main.go	55	No - operator build/release tool	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Path is fixed, validated beneath a controlled root, sourced from ReadDir, or explicitly selected by the local operator.
PB020-140	G304	MEDIUM	HIGH	pkg/testutil/certs.go	292	No - test/development only	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Isolated test/development code; fixed tools or harness-owned paths/arguments cannot be reached by production.
PB020-141	G304	MEDIUM	HIGH	pkg/storage/providers/sqlite/plugin.go	108	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Path is fixed, validated beneath a controlled root, sourced from ReadDir, or explicitly selected by the local operator.
PB020-142	G304	MEDIUM	HIGH	pkg/storage/providers/flatfile/read_posix.go	13	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Path is fixed, validated beneath a controlled root, sourced from ReadDir, or explicitly selected by the local operator.
PB020-143	G304	MEDIUM	HIGH	pkg/storage/providers/flatfile/audit_store.go	545	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Path is fixed, validated beneath a controlled root, sourced from ReadDir, or explicitly selected by the local operator.
PB020-144	G304	MEDIUM	HIGH	pkg/storage/providers/flatfile/audit_store.go	338	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Path is fixed, validated beneath a controlled root, sourced from ReadDir, or explicitly selected by the local operator.
PB020-145	G304	MEDIUM	HIGH	pkg/storage/providers/flatfile/audit_store.go	190	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Path is fixed, validated beneath a controlled root, sourced from ReadDir, or explicitly selected by the local operator.
PB020-146	G304	MEDIUM	HIGH	pkg/storage/providers/flatfile/audit_store.go	117	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Path is fixed, validated beneath a controlled root, sourced from ReadDir, or explicitly selected by the local operator.
PB020-147	G304	MEDIUM	HIGH	pkg/storage/providers/blobstore/filesystem/plugin.go	282	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Path is fixed, validated beneath a controlled root, sourced from ReadDir, or explicitly selected by the local operator.
PB020-148	G304	MEDIUM	HIGH	pkg/security/fileaccess.go	94	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Path is fixed, validated beneath a controlled root, sourced from ReadDir, or explicitly selected by the local operator.
PB020-149	G304	MEDIUM	HIGH	pkg/security/fileaccess.go	43	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Path is fixed, validated beneath a controlled root, sourced from ReadDir, or explicitly selected by the local operator.
PB020-150	G304	MEDIUM	HIGH	pkg/secrets/providers/steward/store.go	422	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Path is fixed, validated beneath a controlled root, sourced from ReadDir, or explicitly selected by the local operator.
PB020-151	G304	MEDIUM	HIGH	pkg/secrets/providers/steward/store.go	141	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Path is fixed, validated beneath a controlled root, sourced from ReadDir, or explicitly selected by the local operator.
PB020-152	G304	MEDIUM	HIGH	pkg/secrets/providers/steward/crypto_linux.go	63	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Path is fixed, validated beneath a controlled root, sourced from ReadDir, or explicitly selected by the local operator.
PB020-153	G304	MEDIUM	HIGH	pkg/secrets/providers/steward/crypto.go	151	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Path is fixed, validated beneath a controlled root, sourced from ReadDir, or explicitly selected by the local operator.
PB020-154	G304	MEDIUM	HIGH	pkg/secrets/providers/sops/store.go	139	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Path is fixed, validated beneath a controlled root, sourced from ReadDir, or explicitly selected by the local operator.
PB020-155	G304	MEDIUM	HIGH	pkg/registration/identity/keystore.go	82	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Path is fixed, validated beneath a controlled root, sourced from ReadDir, or explicitly selected by the local operator.
PB020-156	G304	MEDIUM	HIGH	pkg/logging/providers/file/rotation.go	244	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Path is fixed, validated beneath a controlled root, sourced from ReadDir, or explicitly selected by the local operator.
PB020-157	G304	MEDIUM	HIGH	pkg/logging/providers/file/rotation.go	230	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Path is fixed, validated beneath a controlled root, sourced from ReadDir, or explicitly selected by the local operator.
PB020-158	G304	MEDIUM	HIGH	pkg/logging/providers/file/rotation.go	145	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Path is fixed, validated beneath a controlled root, sourced from ReadDir, or explicitly selected by the local operator.
PB020-159	G304	MEDIUM	HIGH	pkg/logging/providers/file/rotation.go	137	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Path is fixed, validated beneath a controlled root, sourced from ReadDir, or explicitly selected by the local operator.
PB020-160	G304	MEDIUM	HIGH	pkg/logging/providers/file/rotation.go	64	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Path is fixed, validated beneath a controlled root, sourced from ReadDir, or explicitly selected by the local operator.
PB020-161	G304	MEDIUM	HIGH	pkg/logging/providers/file/plugin.go	125	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Path is fixed, validated beneath a controlled root, sourced from ReadDir, or explicitly selected by the local operator.
PB020-162	G304	MEDIUM	HIGH	pkg/ha/manager.go	304	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Path is fixed, validated beneath a controlled root, sourced from ReadDir, or explicitly selected by the local operator.
PB020-163	G304	MEDIUM	HIGH	pkg/gitsync/webhook.go	231	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Path is fixed, validated beneath a controlled root, sourced from ReadDir, or explicitly selected by the local operator.
PB020-164	G304	MEDIUM	HIGH	pkg/gitsync/syncer.go	454	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Path is fixed, validated beneath a controlled root, sourced from ReadDir, or explicitly selected by the local operator.
PB020-165	G304	MEDIUM	HIGH	pkg/gitsync/syncer.go	370	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Path is fixed, validated beneath a controlled root, sourced from ReadDir, or explicitly selected by the local operator.
PB020-166	G304	MEDIUM	HIGH	pkg/credential/unlocker.go	94	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Path is fixed, validated beneath a controlled root, sourced from ReadDir, or explicitly selected by the local operator.
PB020-167	G304	MEDIUM	HIGH	pkg/configrouting/providers/git/git_store.go	228	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Path is fixed, validated beneath a controlled root, sourced from ReadDir, or explicitly selected by the local operator.
PB020-168	G304	MEDIUM	HIGH	pkg/configrouting/providers/git/git_store.go	173	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Path is fixed, validated beneath a controlled root, sourced from ReadDir, or explicitly selected by the local operator.
PB020-169	G304	MEDIUM	HIGH	pkg/cert/storage.go	345	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Path is fixed, validated beneath a controlled root, sourced from ReadDir, or explicitly selected by the local operator.
PB020-170	G304	MEDIUM	HIGH	pkg/cert/storage.go	146	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Path is fixed, validated beneath a controlled root, sourced from ReadDir, or explicitly selected by the local operator.
PB020-171	G304	MEDIUM	HIGH	pkg/cert/storage.go	137	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Path is fixed, validated beneath a controlled root, sourced from ReadDir, or explicitly selected by the local operator.
PB020-172	G304	MEDIUM	HIGH	pkg/cert/storage.go	127	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Path is fixed, validated beneath a controlled root, sourced from ReadDir, or explicitly selected by the local operator.
PB020-173	G304	MEDIUM	HIGH	pkg/cert/lifecycle.go	64	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Path is fixed, validated beneath a controlled root, sourced from ReadDir, or explicitly selected by the local operator.
PB020-174	G304	MEDIUM	HIGH	pkg/cert/ca.go	146	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Path is fixed, validated beneath a controlled root, sourced from ReadDir, or explicitly selected by the local operator.
PB020-175	G304	MEDIUM	HIGH	pkg/cert/ca.go	128	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Path is fixed, validated beneath a controlled root, sourced from ReadDir, or explicitly selected by the local operator.
PB020-176	G304	MEDIUM	HIGH	pkg/cert/bundle/bundle.go	60	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Path is fixed, validated beneath a controlled root, sourced from ReadDir, or explicitly selected by the local operator.
PB020-177	G304	MEDIUM	HIGH	features/workflow/parser.go	24	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Path is fixed, validated beneath a controlled root, sourced from ReadDir, or explicitly selected by the local operator.
PB020-178	G304	MEDIUM	HIGH	features/workflow/engine_composition.go	214	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Path is fixed, validated beneath a controlled root, sourced from ReadDir, or explicitly selected by the local operator.
PB020-179	G304	MEDIUM	HIGH	features/terminal/recorder.go	659	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Path is fixed, validated beneath a controlled root, sourced from ReadDir, or explicitly selected by the local operator.
PB020-180	G304	MEDIUM	HIGH	features/terminal/recorder.go	517	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Path is fixed, validated beneath a controlled root, sourced from ReadDir, or explicitly selected by the local operator.
PB020-181	G304	MEDIUM	HIGH	features/terminal/recorder.go	404	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Path is fixed, validated beneath a controlled root, sourced from ReadDir, or explicitly selected by the local operator.
PB020-182	G304	MEDIUM	HIGH	features/terminal/recorder.go	384	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Path is fixed, validated beneath a controlled root, sourced from ReadDir, or explicitly selected by the local operator.
PB020-183	G304	MEDIUM	HIGH	features/terminal/recorder.go	312	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Path is fixed, validated beneath a controlled root, sourced from ReadDir, or explicitly selected by the local operator.
PB020-184	G304	MEDIUM	HIGH	features/terminal/recorder.go	308	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Path is fixed, validated beneath a controlled root, sourced from ReadDir, or explicitly selected by the local operator.
PB020-185	G304	MEDIUM	HIGH	features/terminal/recorder.go	210	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Path is fixed, validated beneath a controlled root, sourced from ReadDir, or explicitly selected by the local operator.
PB020-186	G304	MEDIUM	HIGH	features/terminal/monitor.go	78	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Path is fixed, validated beneath a controlled root, sourced from ReadDir, or explicitly selected by the local operator.
PB020-187	G304	MEDIUM	HIGH	features/steward/discovery/discovery.go	184	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Path is fixed, validated beneath a controlled root, sourced from ReadDir, or explicitly selected by the local operator.
PB020-188	G304	MEDIUM	HIGH	features/steward/config/config.go	205	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Path is fixed, validated beneath a controlled root, sourced from ReadDir, or explicitly selected by the local operator.
PB020-189	G304	MEDIUM	HIGH	features/steward/client/client_transport_upgrade.go	687	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Path is fixed, validated beneath a controlled root, sourced from ReadDir, or explicitly selected by the local operator.
PB020-190	G304	MEDIUM	HIGH	features/steward/client/client_transport_upgrade.go	683	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Path is fixed, validated beneath a controlled root, sourced from ReadDir, or explicitly selected by the local operator.
PB020-191	G304	MEDIUM	HIGH	features/steward/client/client_transport_upgrade.go	679	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Path is fixed, validated beneath a controlled root, sourced from ReadDir, or explicitly selected by the local operator.
PB020-192	G304	MEDIUM	HIGH	features/steward/client/client_transport_upgrade.go	629	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Path is fixed, validated beneath a controlled root, sourced from ReadDir, or explicitly selected by the local operator.
PB020-193	G304	MEDIUM	HIGH	features/steward/client/client_transport.go	2308	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Path is fixed, validated beneath a controlled root, sourced from ReadDir, or explicitly selected by the local operator.
PB020-194	G304	MEDIUM	HIGH	features/steward/client/client_transport.go	2305	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Path is fixed, validated beneath a controlled root, sourced from ReadDir, or explicitly selected by the local operator.
PB020-195	G304	MEDIUM	HIGH	features/steward/client/client_transport.go	2098	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Path is fixed, validated beneath a controlled root, sourced from ReadDir, or explicitly selected by the local operator.
PB020-196	G304	MEDIUM	HIGH	features/steward/client/client_transport.go	2093	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Path is fixed, validated beneath a controlled root, sourced from ReadDir, or explicitly selected by the local operator.
PB020-197	G304	MEDIUM	HIGH	features/steward/client/client_transport.go	2088	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Path is fixed, validated beneath a controlled root, sourced from ReadDir, or explicitly selected by the local operator.
PB020-198	G304	MEDIUM	HIGH	features/steward/client/client_transport.go	2070	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Path is fixed, validated beneath a controlled root, sourced from ReadDir, or explicitly selected by the local operator.
PB020-199	G304	MEDIUM	HIGH	features/steward/client/client_transport.go	2065	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Path is fixed, validated beneath a controlled root, sourced from ReadDir, or explicitly selected by the local operator.
PB020-200	G304	MEDIUM	HIGH	features/steward/client/client_transport.go	2057	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Path is fixed, validated beneath a controlled root, sourced from ReadDir, or explicitly selected by the local operator.
PB020-201	G304	MEDIUM	HIGH	features/siem/rule_manager.go	196	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Path is fixed, validated beneath a controlled root, sourced from ReadDir, or explicitly selected by the local operator.
PB020-202	G304	MEDIUM	HIGH	features/siem/rule_manager.go	150	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Path is fixed, validated beneath a controlled root, sourced from ReadDir, or explicitly selected by the local operator.
PB020-203	G304	MEDIUM	HIGH	features/modules/stdlib/package/choco_bootstrap.go	148	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Path is fixed, validated beneath a controlled root, sourced from ReadDir, or explicitly selected by the local operator.
PB020-204	G304	MEDIUM	HIGH	features/modules/stdlib/package/choco_bootstrap.go	100	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Path is fixed, validated beneath a controlled root, sourced from ReadDir, or explicitly selected by the local operator.
PB020-205	G304	MEDIUM	HIGH	features/modules/stdlib/cert_trust/executor_linux.go	80	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Path is fixed, validated beneath a controlled root, sourced from ReadDir, or explicitly selected by the local operator.
PB020-206	G304	MEDIUM	HIGH	features/modules/metadata.go	111	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Path is fixed, validated beneath a controlled root, sourced from ReadDir, or explicitly selected by the local operator.
PB020-207	G304	MEDIUM	HIGH	features/modules/hyperv/provision_csv.go	173	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Path is fixed, validated beneath a controlled root, sourced from ReadDir, or explicitly selected by the local operator.
PB020-208	G304	MEDIUM	HIGH	features/modules/hyperv/provision_csv.go	82	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Path is fixed, validated beneath a controlled root, sourced from ReadDir, or explicitly selected by the local operator.
PB020-209	G304	MEDIUM	HIGH	features/modules/extended/github_runner/install.go	237	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Path is fixed, validated beneath a controlled root, sourced from ReadDir, or explicitly selected by the local operator.
PB020-210	G304	MEDIUM	HIGH	features/modules/extended/acme/storage_fs.go	83	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Path is fixed, validated beneath a controlled root, sourced from ReadDir, or explicitly selected by the local operator.
PB020-211	G304	MEDIUM	HIGH	features/modules/extended/acme/storage_fs.go	73	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Path is fixed, validated beneath a controlled root, sourced from ReadDir, or explicitly selected by the local operator.
PB020-212	G304	MEDIUM	HIGH	features/modules/extended/acme/storage_fs.go	68	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Path is fixed, validated beneath a controlled root, sourced from ReadDir, or explicitly selected by the local operator.
PB020-213	G304	MEDIUM	HIGH	features/controller/modules/sources/git/resolver.go	237	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Path is fixed, validated beneath a controlled root, sourced from ReadDir, or explicitly selected by the local operator.
PB020-214	G304	MEDIUM	HIGH	features/controller/modules/sources/git/resolver.go	215	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Path is fixed, validated beneath a controlled root, sourced from ReadDir, or explicitly selected by the local operator.
PB020-215	G304	MEDIUM	HIGH	features/controller/modules/sources/git/resolver.go	185	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Path is fixed, validated beneath a controlled root, sourced from ReadDir, or explicitly selected by the local operator.
PB020-216	G304	MEDIUM	HIGH	features/controller/modules/cache/cache.go	355	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Path is fixed, validated beneath a controlled root, sourced from ReadDir, or explicitly selected by the local operator.
PB020-217	G304	MEDIUM	HIGH	features/controller/modules/cache/cache.go	345	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Path is fixed, validated beneath a controlled root, sourced from ReadDir, or explicitly selected by the local operator.
PB020-218	G304	MEDIUM	HIGH	features/controller/modules/cache/cache.go	275	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Path is fixed, validated beneath a controlled root, sourced from ReadDir, or explicitly selected by the local operator.
PB020-219	G304	MEDIUM	HIGH	features/controller/modules/cache/cache.go	225	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Path is fixed, validated beneath a controlled root, sourced from ReadDir, or explicitly selected by the local operator.
PB020-220	G304	MEDIUM	HIGH	features/controller/modules/cache/cache.go	216	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Path is fixed, validated beneath a controlled root, sourced from ReadDir, or explicitly selected by the local operator.
PB020-221	G304	MEDIUM	HIGH	features/controller/modules/cache/cache.go	207	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Path is fixed, validated beneath a controlled root, sourced from ReadDir, or explicitly selected by the local operator.
