# PB-020 repository-pinned gosec v2.28.0 candidate inventory and disposition ledger
# Command: gosec -conf .gosec.json -severity medium -confidence medium ./...
# Initial complete scan: Go 1.26.5; gosec module v2.28.0 built with Go 1.26.5; writable GOCACHE; no package/SSA skips; 954 files; 312,240 lines; 326 nosec recognized; 113 issues (44 High, 69 Medium).
# Rule totals: G115=9; G117=17; G118=18; G120=1; G122=5; G124=4; G202=9; G204=35; G703=12; G704=1; G705=2.
# Confidence totals: 65 High; 48 Medium. Dispositions: 9 remediated; 104 accepted with finding-local rationale.
# Final complete scan: same command and policy; 954 files; 312,496 lines; 418 nosec recognized; 0 issues.
# Every row below is one initial pinned-scanner candidate. Line values preserve the scanner's original location/range.
id	rule	severity	confidence	file	line	production_reachability	exploitability	disposition	security_rationale
PB020-PIN-098	G117	MEDIUM	MEDIUM	features/workflow/modules/m365/auth/secret_store_credential_store.go	56	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Secret-bearing JSON is immediately passed to the tenant-scoped SecretStore/CredentialStore and is not logged, returned, or persisted as ordinary data.
PB020-PIN-099	G117	MEDIUM	MEDIUM	features/saas/secret_store_credential_store.go	74	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Secret-bearing JSON is immediately passed to the tenant-scoped SecretStore/CredentialStore and is not logged, returned, or persisted as ordinary data.
PB020-PIN-100	G117	MEDIUM	MEDIUM	features/saas/secret_store_credential_store.go	39	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Secret-bearing JSON is immediately passed to the tenant-scoped SecretStore/CredentialStore and is not logged, returned, or persisted as ordinary data.
PB020-PIN-101	G117	MEDIUM	MEDIUM	features/saas/auth.go	249-255	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Secret-bearing JSON is immediately passed to the tenant-scoped SecretStore/CredentialStore and is not logged, returned, or persisted as ordinary data.
PB020-PIN-102	G117	MEDIUM	MEDIUM	features/workflow/modules/m365/auth/secret_store_credential_store.go	92	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Secret-bearing JSON is immediately passed to the tenant-scoped SecretStore/CredentialStore and is not logged, returned, or persisted as ordinary data.
PB020-PIN-103	G117	MEDIUM	MEDIUM	features/saas/secret_store_credential_store.go	144	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	Secret-bearing JSON is immediately passed to the tenant-scoped SecretStore/CredentialStore and is not logged, returned, or persisted as ordinary data.
PB020-PIN-104	G117	MEDIUM	MEDIUM	features/controller/api/handlers_registration_refresh.go	760-767	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	The response is either status-only with an empty key or the authenticated one-time TLS credential-delivery contract; no key is logged or sent to an unrelated principal.
PB020-PIN-105	G117	MEDIUM	MEDIUM	features/controller/api/handlers_registration_refresh.go	728	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	The response is either status-only with an empty key or the authenticated one-time TLS credential-delivery contract; no key is logged or sent to an unrelated principal.
PB020-PIN-106	G117	MEDIUM	MEDIUM	features/controller/api/handlers_registration_refresh.go	468-471	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	The response is either status-only with an empty key or the authenticated one-time TLS credential-delivery contract; no key is logged or sent to an unrelated principal.
PB020-PIN-107	G117	MEDIUM	MEDIUM	features/controller/api/handlers_registration_refresh.go	412	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	The response is either status-only with an empty key or the authenticated one-time TLS credential-delivery contract; no key is logged or sent to an unrelated principal.
PB020-PIN-108	G117	MEDIUM	MEDIUM	features/controller/api/handlers_registration.go	903	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	The response is either status-only with an empty key or the authenticated one-time TLS credential-delivery contract; no key is logged or sent to an unrelated principal.
PB020-PIN-109	G117	MEDIUM	MEDIUM	features/controller/api/handlers_registration.go	322	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	The response is either status-only with an empty key or the authenticated one-time TLS credential-delivery contract; no key is logged or sent to an unrelated principal.
PB020-PIN-110	G117	MEDIUM	MEDIUM	features/controller/api/handlers_registration.go	319	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	The response is either status-only with an empty key or the authenticated one-time TLS credential-delivery contract; no key is logged or sent to an unrelated principal.
PB020-PIN-111	G117	MEDIUM	MEDIUM	features/controller/api/handlers_registration.go	316	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	The response is either status-only with an empty key or the authenticated one-time TLS credential-delivery contract; no key is logged or sent to an unrelated principal.
PB020-PIN-112	G117	MEDIUM	MEDIUM	features/controller/api/handlers_registration.go	308	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	The response is either status-only with an empty key or the authenticated one-time TLS credential-delivery contract; no key is logged or sent to an unrelated principal.
PB020-PIN-113	G117	MEDIUM	MEDIUM	features/controller/api/handlers_registration.go	281	Yes - production/runtime	Not exploitable under reviewed boundary/invariant	Accepted - finding-local rationale	The response is either status-only with an empty key or the authenticated one-time TLS credential-delivery contract; no key is logged or sent to an unrelated principal.
